Video_id,Segment_id,Pred,Pred_binary,Pred_7
k5Y_838nuGo,20,-0.53,negative,slightly negative
k5Y_838nuGo,21,-2.12,negative,negative
k5Y_838nuGo,22,-1.7,negative,negative
k5Y_838nuGo,23,-0.08,negative,Neutral
k5Y_838nuGo,24,-0.49,negative,slightly negative
k5Y_838nuGo,25,-1.22,negative,slightly negative
k5Y_838nuGo,26,-1.55,negative,negative
k5Y_838nuGo,27,0.21,positive,Neutral
k5Y_838nuGo,28,-0.81,negative,slightly negative
k5Y_838nuGo,29,0.15,positive,Neutral
k5Y_838nuGo,30,-1.49,negative,negative
lXPQBPVc5Cw,0,-0.65,negative,slightly negative
lXPQBPVc5Cw,1,-0.57,negative,slightly negative
lXPQBPVc5Cw,2,-1.08,negative,slightly negative
lXPQBPVc5Cw,3,-0.34,negative,Neutral
lXPQBPVc5Cw,4,-1.42,negative,negative
lXPQBPVc5Cw,5,0.56,positive,slightly positive
lXPQBPVc5Cw,6,-0.86,negative,slightly negative
lXPQBPVc5Cw,7,1.4,positive,positive
lXPQBPVc5Cw,8,1.57,positive,positive
lXPQBPVc5Cw,9,1.95,positive,positive
lXPQBPVc5Cw,10,-0.32,negative,Neutral
lXPQBPVc5Cw,11,-1.09,negative,slightly negative
lXPQBPVc5Cw,12,0.44,positive,slightly positive
lXPQBPVc5Cw,13,-1.15,negative,slightly negative
lXPQBPVc5Cw,14,-0.26,negative,Neutral
lXPQBPVc5Cw,15,0.51,positive,slightly positive
lXPQBPVc5Cw,16,2.15,positive,very positive
lXPQBPVc5Cw,17,2.26,positive,very positive
lXPQBPVc5Cw,18,0.75,positive,slightly positive
lXPQBPVc5Cw,19,0.66,positive,slightly positive
lXPQBPVc5Cw,20,1.99,positive,positive
lXPQBPVc5Cw,21,-2.22,negative,very negative
lXPQBPVc5Cw,22,1.89,positive,positive
lXPQBPVc5Cw,23,0.23,positive,Neutral
lXPQBPVc5Cw,24,0.14,positive,Neutral
lXPQBPVc5Cw,25,-1.34,negative,negative
lXPQBPVc5Cw,26,-0.58,negative,slightly negative
lXPQBPVc5Cw,27,-2.14,negative,very negative
lXPQBPVc5Cw,28,-2.34,negative,very negative
lXPQBPVc5Cw,29,-0.52,negative,slightly negative
nbWiPyCm4g0,0,-2.0,negative,negative
nbWiPyCm4g0,1,-0.74,negative,slightly negative
nbWiPyCm4g0,2,1.78,positive,positive
nbWiPyCm4g0,3,-1.82,negative,negative
nbWiPyCm4g0,4,-1.4,negative,negative
nbWiPyCm4g0,5,2.47,positive,very positive
nbWiPyCm4g0,6,1.29,positive,positive
nbWiPyCm4g0,7,-0.8,negative,slightly negative
nbWiPyCm4g0,8,-0.3,negative,Neutral
nbWiPyCm4g0,9,1.04,positive,slightly positive
nzpVDcQ0ywM,0,-2.19,negative,very negative
nzpVDcQ0ywM,1,0.55,positive,slightly positive
nzpVDcQ0ywM,2,-1.93,negative,negative
nzpVDcQ0ywM,3,-0.28,negative,Neutral
nzpVDcQ0ywM,4,-1.25,negative,slightly negative
nzpVDcQ0ywM,5,0.1,positive,Neutral
nzpVDcQ0ywM,6,2.55,positive,very positive
nzpVDcQ0ywM,7,0.81,positive,slightly positive
nzpVDcQ0ywM,8,-1.93,negative,negative
nzpVDcQ0ywM,9,-1.57,negative,negative
nzpVDcQ0ywM,10,-1.02,negative,slightly negative
nzpVDcQ0ywM,11,-1.28,negative,slightly negative
nzpVDcQ0ywM,12,-1.84,negative,negative
nzpVDcQ0ywM,13,0.54,positive,slightly positive
nzpVDcQ0ywM,14,0.38,positive,Neutral
nzpVDcQ0ywM,15,0.3,positive,Neutral
nzpVDcQ0ywM,16,-0.4,negative,Neutral
nzpVDcQ0ywM,17,-0.31,negative,Neutral
nzpVDcQ0ywM,18,-0.05,negative,Neutral
nzpVDcQ0ywM,19,2.13,positive,positive
nzpVDcQ0ywM,20,2.37,positive,very positive
nzpVDcQ0ywM,21,-0.98,negative,slightly negative
nzpVDcQ0ywM,22,0.7,positive,slightly positive
nzpVDcQ0ywM,23,-0.17,negative,Neutral
ob23OKe5a9Q,0,-1.18,negative,slightly negative
ob23OKe5a9Q,1,-1.03,negative,slightly negative
ob23OKe5a9Q,2,-1.87,negative,negative
ob23OKe5a9Q,3,0.46,positive,slightly positive
ob23OKe5a9Q,4,-1.35,negative,negative
ob23OKe5a9Q,5,-0.08,negative,Neutral
ob23OKe5a9Q,6,0.79,positive,slightly positive
ob23OKe5a9Q,7,0.76,positive,slightly positive
ob23OKe5a9Q,8,1.57,positive,positive
ob23OKe5a9Q,9,-0.38,negative,Neutral
ob23OKe5a9Q,10,-0.01,negative,Neutral
ob23OKe5a9Q,11,0.12,positive,Neutral
ob23OKe5a9Q,12,0.55,positive,slightly positive
ob23OKe5a9Q,13,-0.41,negative,Neutral
pLTX3ipuDJI,0,-0.15,negative,Neutral
pLTX3ipuDJI,1,1.05,positive,slightly positive
pLTX3ipuDJI,2,0.01,positive,Neutral
pLTX3ipuDJI,3,1.81,positive,positive
pLTX3ipuDJI,4,-0.95,negative,slightly negative
pLTX3ipuDJI,5,0.34,positive,Neutral
pLTX3ipuDJI,6,-0.76,negative,slightly negative
pLTX3ipuDJI,7,0.65,positive,slightly positive
pLTX3ipuDJI,8,-0.26,negative,Neutral
pLTX3ipuDJI,9,-1.23,negative,slightly negative
pLTX3ipuDJI,10,-1.34,negative,negative
pLTX3ipuDJI,11,0.53,positive,slightly positive
pLTX3ipuDJI,12,-0.82,negative,slightly negative
pLTX3ipuDJI,13,2.53,positive,very positive
pLTX3ipuDJI,14,1.22,positive,slightly positive
pLTX3ipuDJI,15,-1.72,negative,negative
phBUpBr1hSo,0,-0.04,negative,Neutral
phBUpBr1hSo,1,2.55,positive,very positive
phBUpBr1hSo,2,-1.26,negative,slightly negative
phBUpBr1hSo,3,1.72,positive,positive
phBUpBr1hSo,4,2.22,positive,very positive
phBUpBr1hSo,5,1.37,positive,positive
phBUpBr1hSo,6,1.3,positive,positive
phBUpBr1hSo,7,0.67,positive,slightly positive
phBUpBr1hSo,8,-0.53,negative,slightly negative
phBUpBr1hSo,9,2.17,positive,very positive
phBUpBr1hSo,10,2.03,positive,positive
phBUpBr1hSo,11,2.15,positive,very positive
phBUpBr1hSo,12,0.83,positive,slightly positive
phBUpBr1hSo,13,0.97,positive,slightly positive
phBUpBr1hSo,14,1.47,positive,positive
phBUpBr1hSo,15,0.23,positive,Neutral
phBUpBr1hSo,16,0.46,positive,slightly positive
phBUpBr1hSo,17,2.18,positive,very positive
phBUpBr1hSo,18,2.05,positive,positive
phBUpBr1hSo,19,0.99,positive,slightly positive
phBUpBr1hSo,20,-1.33,negative,negative
rnaNMUZpvvg,0,-1.3,negative,negative
rnaNMUZpvvg,1,2.33,positive,very positive
rnaNMUZpvvg,2,-1.07,negative,slightly negative
rnaNMUZpvvg,3,-1.92,negative,negative
rnaNMUZpvvg,4,-1.25,negative,slightly negative
rnaNMUZpvvg,5,-0.45,negative,slightly negative
rnaNMUZpvvg,6,0.3,positive,Neutral
rnaNMUZpvvg,7,-1.85,negative,negative
rnaNMUZpvvg,8,-1.69,negative,negative
rnaNMUZpvvg,9,-0.41,negative,Neutral
rnaNMUZpvvg,10,0.08,positive,Neutral
rnaNMUZpvvg,11,1.54,positive,positive
rnaNMUZpvvg,12,-0.68,negative,slightly negative
rnaNMUZpvvg,13,-1.6,negative,negative
rnaNMUZpvvg,14,-2.11,negative,negative
rnaNMUZpvvg,15,0.48,positive,slightly positive
rnaNMUZpvvg,16,-1.84,negative,negative
rnaNMUZpvvg,17,0.34,positive,Neutral
rnaNMUZpvvg,18,-1.82,negative,negative
rnaNMUZpvvg,19,-0.43,negative,Neutral
rnaNMUZpvvg,20,-0.57,negative,slightly negative
rnaNMUZpvvg,21,-0.89,negative,slightly negative
tIrG4oNLFzE,0,-0.9,negative,slightly negative
tIrG4oNLFzE,1,-1.64,negative,negative
tIrG4oNLFzE,2,0.26,positive,Neutral
tIrG4oNLFzE,3,1.61,positive,positive
tIrG4oNLFzE,4,-0.61,negative,slightly negative
tIrG4oNLFzE,5,1.51,positive,positive
tIrG4oNLFzE,6,0.97,positive,slightly positive
tIrG4oNLFzE,7,-1.88,negative,negative
tIrG4oNLFzE,8,-2.39,negative,very negative
tIrG4oNLFzE,9,0.53,positive,slightly positive
tIrG4oNLFzE,10,-0.82,negative,slightly negative
tIrG4oNLFzE,11,-1.26,negative,slightly negative
tIrG4oNLFzE,12,-1.46,negative,negative
tIrG4oNLFzE,13,1.82,positive,positive
tIrG4oNLFzE,14,-0.32,negative,Neutral
tIrG4oNLFzE,15,0.03,positive,Neutral
tIrG4oNLFzE,16,-1.36,negative,negative
tIrG4oNLFzE,17,0.09,positive,Neutral
tStelxIAHjw,0,-0.74,negative,slightly negative
tStelxIAHjw,1,0.6,positive,slightly positive
tStelxIAHjw,2,2.15,positive,very positive
tStelxIAHjw,3,0.63,positive,slightly positive
tStelxIAHjw,4,-2.05,negative,negative
tStelxIAHjw,5,-1.82,negative,negative
tStelxIAHjw,6,-1.4,negative,negative
tStelxIAHjw,7,1.99,positive,positive
tStelxIAHjw,8,-1.14,negative,slightly negative
tStelxIAHjw,9,-0.79,negative,slightly negative
tStelxIAHjw,10,-0.16,negative,Neutral
tStelxIAHjw,11,0.74,positive,slightly positive
tStelxIAHjw,12,-0.75,negative,slightly negative
tStelxIAHjw,13,-0.32,negative,Neutral
tStelxIAHjw,14,1.42,positive,positive
tStelxIAHjw,15,-1.01,negative,slightly negative
tmZoasNr4rU,0,-0.61,negative,slightly negative
tmZoasNr4rU,1,-1.82,negative,negative
tmZoasNr4rU,2,1.59,positive,positive
tmZoasNr4rU,3,1.47,positive,positive
tmZoasNr4rU,4,-1.85,negative,negative
tmZoasNr4rU,5,1.85,positive,positive
tmZoasNr4rU,6,1.22,positive,slightly positive
tmZoasNr4rU,7,0.05,positive,Neutral
tmZoasNr4rU,8,1.0,positive,slightly positive
tmZoasNr4rU,9,1.2,positive,slightly positive
tmZoasNr4rU,10,1.58,positive,positive
tmZoasNr4rU,11,0.97,positive,slightly positive
tmZoasNr4rU,12,-1.13,negative,slightly negative
tmZoasNr4rU,13,0.6,positive,slightly positive
tmZoasNr4rU,14,0.37,positive,Neutral
tmZoasNr4rU,15,1.72,positive,positive
tmZoasNr4rU,16,-0.82,negative,slightly negative
tmZoasNr4rU,17,1.41,positive,positive
tmZoasNr4rU,18,1.1,positive,slightly positive
tmZoasNr4rU,19,-1.35,negative,negative
v0zCBqDeKcE,0,1.74,positive,positive
v0zCBqDeKcE,1,1.5,positive,positive
v0zCBqDeKcE,2,-0.39,negative,Neutral
v0zCBqDeKcE,3,1.61,positive,positive
v0zCBqDeKcE,4,0.13,positive,Neutral
v0zCBqDeKcE,5,-0.43,negative,slightly negative
v0zCBqDeKcE,6,1.79,positive,positive
v0zCBqDeKcE,7,0.76,positive,slightly positive
v0zCBqDeKcE,8,-0.52,negative,slightly negative
v0zCBqDeKcE,9,-0.67,negative,slightly negative
v0zCBqDeKcE,10,0.04,positive,Neutral
v0zCBqDeKcE,11,0.12,positive,Neutral
v0zCBqDeKcE,12,0.02,positive,Neutral
v0zCBqDeKcE,13,-0.18,negative,Neutral
v0zCBqDeKcE,14,-0.32,negative,Neutral
v0zCBqDeKcE,15,-0.15,negative,Neutral
